recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion
12,29.99,1,0,Surburban,0,Web,Buy One Get One,0
8,48.22,0,1,Surburban,0,Web,No Offer,1
2,510.56,1,0,Surburban,1,Multichannel,Buy One Get One,0
11,312.22,1,0,Urban,0,Web,Discount,1
1,380.67,1,0,Urban,0,Phone,Discount,0
1,244.38,1,0,Surburban,0,Phone,No Offer,0
1,323.78,0,1,Surburban,0,Web,Discount,0
3,749.59,1,1,Urban,1,Multichannel,Buy One Get One,1
7,99.86,1,0,Urban,0,Web,Discount,0
1,100.03,1,0,Urban,0,Web,Buy One Get One,0
8,82.3,1,0,Urban,0,Web,No Offer,0
7,219.7,1,1,Rural,0,Phone,No Offer,1
11,54.59,0,1,Surburban,0,Web,Buy One Get One,0
1,491.51,1,1,Urban,1,Multichannel,Buy One Get One,0
1,529.25,1,0,Surburban,1,Web,Discount,0
3,1048.31,0,1,Surburban,1,Multichannel,Discount,0
5,254.58,0,1,Urban,1,Web,No Offer,0
7,36.63,0,1,Urban,1,Phone,Discount,0
1,453.84,0,1,Urban,0,Phone,Buy One Get One,0
10,60.63,0,1,Urban,1,Web,Discount,0
10,265.91,1,0,Surburban,0,Web,No Offer,0
5,36.05,1,0,Urban,1,Web,Discount,0
8,426.85,0,1,Surburban,1,Phone,Buy One Get One,0
4,247.56,0,1,Surburban,0,Web,Discount,0
2,99.6,0,1,Surburban,1,Web,No Offer,0
2,104.79,1,0,Urban,0,Phone,Buy One Get One,1
4,112.77,0,1,Surburban,1,Web,Discount,0
10,259.17,0,1,Urban,1,Phone,Buy One Get One,0
1,662.36,1,0,Urban,1,Phone,No Offer,1
12,46.82,1,0,Rural,0,Web,No Offer,0
9,195.3,0,1,Rural,1,Phone,No Offer,0
1,579.08,1,0,Urban,1,Web,Buy One Get One,0
8,29.99,0,1,Rural,0,Phone,No Offer,0
1,207.56,1,0,Urban,0,Web,Discount,0
6,216.02,1,0,Rural,1,Phone,Discount,1
12,29.99,0,1,Rural,1,Phone,Discount,0
3,202.34,1,1,Urban,1,Phone,No Offer,0
6,531.44,1,0,Urban,1,Web,Buy One Get One,0
2,938.36,1,0,Surburban,1,Web,Buy One Get One,0
4,90.75,1,0,Surburban,1,Phone,No Offer,0
9,69.02,1,0,Surburban,0,Phone,Discount,0
1,477.29,1,0,Surburban,0,Multichannel,Buy One Get One,0
10,448.85,1,0,Urban,0,Multichannel,No Offer,0
4,298.95,1,0,Surburban,0,Web,Buy One Get One,0
6,359.3,1,0,Urban,0,Phone,No Offer,0
3,37.44,0,1,Surburban,0,Phone,No Offer,0
2,505.21,1,0,Surburban,1,Multichannel,Discount,1
2,485.43,1,1,Surburban,0,Multichannel,No Offer,0
7,434.45,0,1,Urban,0,Multichannel,No Offer,0
2,162.65,0,1,Rural,0,Web,No Offer,1
3,582.14,0,1,Urban,1,Phone,Buy One Get One,0
8,324.59,1,1,Rural,0,Phone,Buy One Get One,0
2,390.17,0,1,Urban,0,Web,Buy One Get One,0
1,148.02,0,1,Rural,0,Phone,Buy One Get One,0
5,761.67,0,1,Urban,1,Multichannel,Buy One Get One,0
7,149.32,0,1,Rural,1,Phone,No Offer,0
3,34.32,0,1,Rural,0,Phone,Discount,0
1,200.08,1,0,Urban,0,Phone,Discount,0
11,173.89,0,1,Surburban,1,Web,Discount,0
2,105.83,0,1,Surburban,0,Web,Discount,0
6,177.12,0,1,Surburban,0,Web,Buy One Get One,0
6,207.77,1,0,Urban,0,Multichannel,Buy One Get One,0
3,204.19,0,1,Surburban,0,Web,No Offer,0
10,35.39,0,1,Urban,1,Phone,Buy One Get One,0
12,281.41,1,1,Urban,0,Multichannel,Discount,1
2,965.21,0,1,Surburban,1,Multichannel,Discount,1
2,29.99,0,1,Urban,1,Phone,Discount,0
1,77.3,0,1,Urban,0,Web,Buy One Get One,0
3,42.04,0,1,Surburban,1,Phone,Discount,0
9,158.12,0,1,Surburban,1,Web,Buy One Get One,0
8,29.99,1,0,Rural,1,Phone,Discount,0
2,1195.32,1,1,Urban,1,Phone,No Offer,0
4,762.35,1,1,Surburban,1,Multichannel,No Offer,0
3,29.99,1,0,Urban,1,Phone,No Offer,0
7,444.21,1,0,Surburban,0,Phone,Discount,1
5,29.99,0,1,Urban,0,Phone,Buy One Get One,1
9,185.9,1,0,Surburban,0,Web,Discount,1
5,29.99,0,1,Urban,0,Web,Buy One Get One,0
10,109.96,1,0,Surburban,0,Phone,Buy One Get One,0
10,53.1,1,0,Urban,0,Web,Discount,0
1,892.77,1,0,Surburban,1,Multichannel,Buy One Get One,0
2,880.88,1,1,Urban,1,Multichannel,Discount,1
5,29.99,0,1,Urban,1,Phone,Discount,0
3,1095.11,1,1,Surburban,1,Phone,Buy One Get One,1
12,43.04,1,0,Surburban,0,Web,Buy One Get One,0
9,225.52,1,0,Urban,0,Web,Buy One Get One,0
1,132.03,0,1,Surburban,0,Web,Buy One Get One,0
1,78.18,1,0,Surburban,1,Web,Discount,0
12,348.25,1,0,Rural,0,Multichannel,No Offer,0
1,29.99,0,1,Rural,0,Web,Buy One Get One,1
5,90.65,0,1,Rural,0,Web,Discount,0
5,131.58,0,1,Urban,1,Phone,No Offer,0
1,178.57,1,0,Rural,1,Web,No Offer,0
6,29.99,0,1,Surburban,1,Phone,Discount,0
5,138.51,0,1,Surburban,0,Web,Discount,0
1,29.99,1,0,Urban,1,Web,Buy One Get One,0
3,746.64,1,1,Surburban,1,Phone,Buy One Get One,0
5,350.83,1,1,Surburban,0,Phone,Buy One Get One,0
9,356.94,1,0,Urban,0,Phone,Buy One Get One,0
9,311.61,1,0,Surburban,0,Web,Discount,0
6,71.93,1,0,Surburban,1,Web,Discount,0
4,29.99,0,1,Urban,0,Web,Discount,0
2,119.42,1,0,Surburban,1,Phone,Discount,1
8,74.39,0,1,Surburban,0,Web,Buy One Get One,0
10,308.99,1,1,Urban,0,Phone,Buy One Get One,0
11,158.33,0,1,Urban,0,Phone,Buy One Get One,0
11,109.19,0,1,Surburban,1,Web,Discount,1
3,320.72,1,1,Urban,0,Phone,No Offer,0
10,46.58,1,0,Surburban,1,Web,Buy One Get One,0
4,925.23,1,1,Urban,1,Multichannel,No Offer,1
5,518.85,1,0,Urban,1,Phone,Buy One Get One,0
1,208.62,1,0,Surburban,0,Multichannel,Buy One Get One,0
10,99.95,1,0,Urban,1,Web,Discount,0
1,416.41,1,0,Rural,0,Multichannel,Discount,0
11,163.23,1,0,Urban,1,Web,Discount,0
6,29.99,1,0,Rural,0,Phone,Buy One Get One,0
5,1802.3,0,1,Surburban,1,Multichannel,Buy One Get One,0
7,101.05,1,0,Surburban,0,Web,No Offer,0
9,29.99,0,1,Rural,1,Phone,Discount,0
11,55.42,0,1,Surburban,1,Phone,Buy One Get One,0
7,297.71,0,1,Rural,0,Web,Buy One Get One,0
8,505.99,0,1,Urban,1,Web,No Offer,0
1,742.27,1,1,Surburban,1,Phone,Discount,0
4,146.98,1,0,Urban,0,Phone,Buy One Get One,1
12,60.44,1,0,Surburban,1,Web,Discount,0
1,198.06,0,1,Urban,0,Web,Discount,1
4,29.99,1,0,Urban,1,Phone,Discount,0
6,384.02,1,1,Urban,0,Multichannel,No Offer,0
3,538.89,0,1,Surburban,1,Phone,No Offer,0
10,422.14,1,1,Urban,1,Phone,No Offer,0
9,596.4,1,0,Urban,1,Web,Discount,0
9,29.99,1,0,Urban,0,Web,Discount,0
10,102.86,0,1,Urban,0,Web,Discount,1
5,458.52,1,0,Urban,0,Phone,No Offer,0
2,88.85,1,0,Urban,1,Web,No Offer,0
10,393.76,0,1,Surburban,0,Phone,Buy One Get One,0
6,33.4,1,0,Urban,0,Phone,Discount,0
2,29.99,1,0,Surburban,1,Web,Discount,0
5,29.99,1,0,Urban,1,Phone,No Offer,0
3,32.63,1,0,Urban,0,Phone,No Offer,0
7,806.86,1,1,Rural,1,Web,Discount,1
11,308.21,1,0,Urban,0,Phone,Buy One Get One,0
5,245.95,0,1,Rural,0,Phone,Discount,0
4,187.03,1,0,Urban,0,Phone,No Offer,0
2,264.71,0,1,Surburban,0,Web,No Offer,0
5,317.58,1,0,Surburban,0,Web,Discount,1
3,98.91,0,1,Surburban,1,Web,Discount,0
2,138.7,0,1,Rural,1,Web,Buy One Get One,0
2,106.29,1,0,Rural,1,Phone,Discount,0
2,343.59,1,0,Surburban,0,Multichannel,Buy One Get One,0
7,39.01,0,1,Urban,0,Web,No Offer,0
2,974.59,1,0,Surburban,1,Web,Buy One Get One,0
8,76.58,1,0,Surburban,0,Web,No Offer,0
12,94.35,0,1,Urban,1,Phone,Buy One Get One,0
1,73.36,1,0,Rural,0,Phone,Buy One Get One,0
3,658.93,1,1,Surburban,1,Phone,Discount,0
6,35.95,1,0,Surburban,1,Phone,Discount,0
8,148.8,1,0,Surburban,1,Web,No Offer,0
10,66.08,0,1,Urban,1,Web,Buy One Get One,0
10,29.99,0,1,Surburban,0,Web,Buy One Get One,0
5,213.08,1,0,Rural,1,Multichannel,Buy One Get One,0
5,29.99,1,0,Rural,0,Phone,Buy One Get One,0
2,519.45,1,0,Urban,1,Multichannel,Buy One Get One,1
8,56.22,1,0,Surburban,0,Web,Buy One Get One,0
1,29.99,0,1,Urban,1,Web,No Offer,0
4,478.67,1,0,Urban,1,Phone,No Offer,0
6,156.63,1,0,Surburban,0,Web,Discount,0
3,932.73,0,1,Urban,1,Web,Discount,0
8,29.99,1,0,Surburban,1,Web,Buy One Get One,0
10,29.99,1,0,Urban,0,Web,Buy One Get One,0
10,29.99,0,1,Urban,0,Web,Discount,0
11,163.46,0,1,Urban,1,Web,Discount,1
5,38.62,0,1,Urban,1,Phone,No Offer,0
1,119.66,0,1,Surburban,1,Web,Discount,0
3,535.14,1,0,Urban,1,Phone,No Offer,0
12,138.8,1,0,Urban,1,Web,Buy One Get One,0
10,29.99,1,0,Surburban,1,Web,No Offer,0
3,179.03,1,0,Surburban,0,Web,Discount,0
6,29.99,0,1,Surburban,1,Phone,Buy One Get One,0
9,183.42,1,0,Surburban,1,Web,Buy One Get One,0
3,230.17,0,1,Rural,0,Phone,Buy One Get One,0
12,53.09,0,1,Surburban,0,Phone,Buy One Get One,0
8,94.11,1,0,Rural,0,Web,Buy One Get One,0
9,105.23,1,0,Urban,1,Phone,No Offer,0
3,695.72,0,1,Urban,1,Web,No Offer,0
11,303.89,0,1,Surburban,0,Web,Discount,0
3,39.14,0,1,Urban,1,Web,No Offer,0
2,29.99,1,0,Surburban,1,Web,Buy One Get One,0
10,39.08,1,0,Urban,0,Web,Discount,0
4,29.99,1,0,Surburban,1,Phone,No Offer,0
10,198.91,0,1,Urban,0,Web,Buy One Get One,0
2,185.42,1,0,Urban,1,Phone,No Offer,0
7,378.36,0,1,Rural,0,Phone,Buy One Get One,0
5,230.17,1,1,Surburban,0,Web,No Offer,0
9,41.45,1,0,Urban,0,Phone,Discount,0
6,155.51,0,1,Urban,0,Web,Buy One Get One,0
3,337.56,1,0,Urban,1,Web,Buy One Get One,0
10,46.14,1,0,Rural,0,Web,No Offer,0
8,78.72,0,1,Surburban,0,Web,Discount,0
5,80.6,0,1,Surburban,0,Web,Discount,0
3,129.97,1,0,Surburban,1,Web,Discount,0
10,107.82,0,1,Surburban,1,Web,Buy One Get One,1
5,35.14,1,0,Surburban,1,Phone,Buy One Get One,0
6,179.45,1,0,Surburban,1,Phone,Discount,0
6,282.0,0,1,Surburban,1,Web,Buy One Get One,0
6,139.0,0,1,Urban,0,Web,Discount,0
5,933.65,1,1,Rural,1,Phone,Discount,1
2,310.08,1,0,Surburban,0,Multichannel,Discount,1
2,29.99,1,0,Rural,1,Web,Buy One Get One,0
11,386.09,0,1,Urban,0,Phone,Discount,1
9,155.44,0,1,Urban,0,Phone,Buy One Get One,0
5,572.9,1,0,Urban,1,Web,Discount,0
5,29.99,0,1,Rural,0,Phone,Buy One Get One,0
1,146.38,0,1,Urban,0,Web,No Offer,1
1,434.03,1,1,Surburban,0,Web,Discount,0
1,103.34,0,1,Urban,0,Web,Discount,0
10,323.3,1,0,Rural,0,Multichannel,No Offer,1
12,324.32,1,0,Urban,0,Web,Buy One Get One,0
3,965.01,1,0,Urban,1,Multichannel,No Offer,0
3,29.99,1,0,Urban,1,Phone,No Offer,0
2,209.77,0,1,Urban,0,Phone,Buy One Get One,0
8,123.49,0,1,Surburban,1,Phone,Buy One Get One,0
3,85.16,1,0,Urban,0,Phone,No Offer,0
3,35.85,1,0,Urban,0,Web,Discount,1
4,323.61,1,1,Urban,0,Web,Buy One Get One,1
4,210.71,1,0,Surburban,1,Web,Discount,0
7,182.94,0,1,Urban,0,Web,Buy One Get One,0
1,173.28,0,1,Surburban,0,Phone,Buy One Get One,1
8,992.48,1,1,Urban,1,Multichannel,No Offer,0
4,318.76,1,0,Surburban,0,Phone,Buy One Get One,1
3,69.23,1,0,Rural,0,Web,No Offer,0
3,123.53,1,0,Surburban,0,Web,No Offer,1
3,350.36,1,1,Surburban,0,Web,No Offer,1
2,29.99,1,0,Urban,0,Web,No Offer,0
5,29.99,1,0,Surburban,1,Phone,No Offer,0
4,194.19,1,0,Surburban,1,Phone,Buy One Get One,0
5,262.64,0,1,Urban,1,Web,Buy One Get One,0
3,548.29,1,0,Urban,1,Phone,Discount,0
2,29.99,1,0,Urban,1,Phone,Buy One Get One,0
11,90.23,1,0,Surburban,0,Phone,Discount,1
7,38.19,1,0,Urban,0,Web,Discount,0
1,268.74,1,0,Surburban,1,Web,No Offer,0
3,353.25,1,1,Surburban,0,Multichannel,No Offer,0
9,33.22,1,0,Surburban,1,Web,Buy One Get One,0
3,29.99,0,1,Surburban,1,Phone,Buy One Get One,0
1,260.3,1,0,Surburban,1,Multichannel,Discount,0
10,76.85,0,1,Rural,0,Web,No Offer,0
1,732.2,0,1,Rural,1,Phone,Buy One Get One,0
1,128.21,1,0,Urban,0,Web,No Offer,1
8,407.57,0,1,Rural,0,Multichannel,No Offer,0
2,467.47,1,1,Urban,0,Multichannel,Discount,1
3,231.27,1,0,Surburban,1,Multichannel,Discount,0
2,236.43,1,1,Urban,1,Phone,Discount,0
10,303.5,1,0,Urban,0,Web,Buy One Get One,0
7,177.48,1,0,Rural,0,Web,Buy One Get One,0
9,87.36,1,0,Surburban,0,Web,Discount,0
2,1019.62,1,0,Urban,1,Multichannel,Buy One Get One,0
12,106.55,0,1,Urban,0,Web,Discount,0
1,344.39,0,1,Urban,0,Web,Buy One Get One,1
7,131.93,0,1,Urban,1,Phone,Discount,0
10,72.64,1,0,Urban,0,Phone,Buy One Get One,0
1,1011.09,1,1,Urban,1,Multichannel,No Offer,0
8,83.34,1,0,Urban,0,Web,Discount,0
3,156.33,0,1,Surburban,0,Phone,Buy One Get One,0
9,35.4,0,1,Surburban,1,Phone,No Offer,0
3,217.34,1,1,Surburban,1,Phone,Buy One Get One,0
4,532.59,0,1,Rural,1,Multichannel,No Offer,0
12,79.61,0,1,Surburban,1,Web,No Offer,0
6,367.5,1,0,Urban,1,Web,No Offer,1
7,39.69,1,0,Surburban,0,Web,Discount,0
6,466.35,1,0,Surburban,0,Multichannel,No Offer,0
6,152.31,0,1,Urban,1,Web,Buy One Get One,0
7,150.53,0,1,Surburban,0,Phone,No Offer,0
5,121.18,0,1,Surburban,1,Phone,Discount,0
2,1072.77,1,0,Rural,1,Phone,Buy One Get One,0
4,191.62,1,0,Surburban,0,Web,Buy One Get One,0
1,817.02,1,0,Rural,1,Phone,Buy One Get One,0
10,29.99,1,0,Surburban,0,Phone,Discount,0
10,33.13,1,0,Surburban,1,Web,Buy One Get One,0
8,250.96,1,0,Urban,1,Web,No Offer,0
7,140.88,1,0,Surburban,0,Web,Buy One Get One,0
12,97.13,1,0,Surburban,1,Phone,Discount,0
11,142.19,0,1,Urban,1,Phone,No Offer,0
10,90.51,0,1,Surburban,1,Phone,Discount,0
10,53.27,1,0,Rural,0,Phone,Buy One Get One,0
2,687.6,1,0,Rural,1,Multichannel,Buy One Get One,0
3,560.83,1,0,Rural,1,Phone,Discount,0
3,180.9,0,1,Urban,0,Phone,Buy One Get One,0
9,100.37,1,0,Surburban,0,Phone,No Offer,0
10,61.49,1,0,Surburban,1,Web,No Offer,0
4,353.83,1,0,Rural,0,Multichannel,Discount,0
2,181.92,0,1,Rural,0,Web,No Offer,1
4,126.16,0,1,Urban,0,Web,No Offer,0
5,126.11,0,1,Surburban,1,Web,Buy One Get One,0
11,74.79,0,1,Rural,1,Phone,Discount,0
4,29.99,0,1,Surburban,0,Phone,Buy One Get One,1
2,290.48,0,1,Surburban,0,Phone,Buy One Get One,0
3,103.79,1,0,Urban,1,Phone,Buy One Get One,0
10,98.66,1,0,Urban,1,Phone,No Offer,0
1,138.75,1,0,Urban,0,Web,No Offer,0
7,769.0,1,1,Urban,1,Multichannel,Discount,0
7,124.95,0,1,Urban,0,Phone,No Offer,0
9,50.44,0,1,Surburban,1,Web,No Offer,0
7,55.26,1,0,Surburban,0,Web,Buy One Get One,0
2,471.82,0,1,Surburban,0,Web,No Offer,0
3,138.39,0,1,Surburban,0,Phone,Buy One Get One,0
10,29.99,1,0,Surburban,0,Phone,No Offer,0
4,29.99,1,0,Urban,1,Web,Discount,1
10,58.83,0,1,Surburban,0,Phone,Buy One Get One,0
10,149.28,0,1,Surburban,0,Web,No Offer,0
10,29.99,0,1,Rural,0,Phone,Discount,0
2,58.05,0,1,Surburban,0,Phone,Buy One Get One,0
9,552.71,0,1,Urban,1,Web,Buy One Get One,0
10,109.34,1,0,Urban,1,Web,No Offer,0
2,98.67,0,1,Surburban,0,Phone,No Offer,0
4,88.7,0,1,Surburban,1,Phone,No Offer,0
5,534.86,0,1,Urban,1,Web,Buy One Get One,0
2,123.12,1,0,Surburban,0,Web,Buy One Get One,0
11,85.86,0,1,Rural,0,Phone,Discount,0
10,239.04,0,1,Urban,0,Phone,Discount,0
5,230.06,0,1,Rural,1,Multichannel,No Offer,1
2,127.42,1,0,Rural,0,Web,Discount,1
8,329.54,1,1,Urban,0,Web,Buy One Get One,0
4,29.99,1,0,Urban,0,Web,Buy One Get One,0
9,29.99,0,1,Urban,0,Web,Discount,0
10,36.07,1,0,Surburban,1,Web,Buy One Get One,0
3,361.81,0,1,Rural,0,Multichannel,Buy One Get One,1
1,736.47,0,1,Urban,1,Phone,Discount,0
3,115.37,0,1,Urban,0,Web,No Offer,0
9,274.63,1,1,Surburban,0,Multichannel,Discount,0
3,184.94,0,1,Urban,0,Web,No Offer,0
10,392.42,0,1,Urban,0,Phone,No Offer,0
4,147.51,1,0,Surburban,1,Web,Discount,0
1,536.84,0,1,Urban,1,Phone,Buy One Get One,0
7,44.43,0,1,Surburban,0,Phone,No Offer,0
10,170.15,1,0,Rural,0,Web,Discount,0
5,29.99,1,0,Urban,1,Phone,No Offer,0
10,106.08,0,1,Surburban,1,Phone,Buy One Get One,0
9,53.3,1,0,Surburban,0,Web,Discount,0
2,221.17,1,0,Surburban,0,Web,Discount,0
3,218.14,1,0,Surburban,0,Web,No Offer,0
1,700.0,1,0,Rural,1,Phone,Buy One Get One,0
5,609.38,1,1,Rural,1,Multichannel,Buy One Get One,0
12,221.32,1,1,Surburban,0,Phone,Buy One Get One,0
12,37.43,0,1,Urban,1,Phone,Buy One Get One,1
9,83.79,0,1,Urban,0,Phone,Buy One Get One,0
2,224.39,0,1,Rural,0,Web,Discount,0
10,48.47,0,1,Surburban,0,Web,Buy One Get One,0
3,272.02,0,1,Surburban,0,Multichannel,Buy One Get One,0
5,178.06,1,0,Surburban,0,Phone,Discount,1
6,225.04,0,1,Urban,1,Phone,Discount,0
1,1344.78,1,1,Urban,1,Multichannel,Buy One Get One,0
2,223.52,1,1,Surburban,1,Web,Discount,0
1,832.28,1,1,Urban,1,Multichannel,No Offer,0
10,55.22,1,0,Surburban,1,Web,Discount,0
1,1252.94,1,1,Rural,1,Multichannel,No Offer,0
1,219.26,0,1,Urban,0,Phone,Discount,0
2,179.6,1,0,Urban,1,Phone,Buy One Get One,0
5,93.99,1,0,Surburban,0,Phone,Buy One Get One,0
9,34.46,0,1,Surburban,1,Web,Buy One Get One,0
6,115.35,1,0,Urban,0,Web,No Offer,0
8,61.96,0,1,Urban,0,Phone,Buy One Get One,0
4,41.45,1,0,Rural,1,Web,Buy One Get One,0
1,51.88,1,0,Surburban,1,Web,Discount,0
1,91.28,1,0,Urban,1,Web,No Offer,0
6,239.49,1,1,Surburban,0,Web,No Offer,0
1,353.71,0,1,Surburban,0,Multichannel,Buy One Get One,0
10,311.58,0,1,Rural,0,Phone,No Offer,0
8,538.91,0,1,Surburban,1,Web,Buy One Get One,0
9,34.89,1,0,Rural,1,Phone,No Offer,0
6,49.84,0,1,Surburban,1,Web,No Offer,0
8,86.94,1,0,Urban,1,Web,No Offer,0
7,145.69,1,0,Urban,0,Web,No Offer,0
10,75.66,0,1,Urban,1,Phone,Buy One Get One,0
7,634.59,0,1,Urban,1,Multichannel,Discount,0
1,609.66,1,1,Urban,1,Multichannel,Discount,0
6,142.1,1,0,Surburban,1,Phone,Buy One Get One,0
5,814.49,1,0,Urban,1,Web,Buy One Get One,0
2,405.43,1,1,Urban,0,Multichannel,No Offer,0
10,89.42,0,1,Surburban,0,Web,Buy One Get One,1
12,60.63,1,0,Urban,1,Web,No Offer,0
3,270.11,0,1,Rural,0,Phone,Discount,0
7,384.94,1,1,Rural,0,Web,Buy One Get One,0
7,143.72,1,0,Surburban,0,Phone,No Offer,0
2,377.53,1,1,Urban,0,Phone,No Offer,0
3,457.46,0,1,Urban,0,Web,Buy One Get One,0
7,209.18,1,1,Urban,0,Phone,Discount,1
3,155.79,1,0,Urban,1,Phone,Discount,0
1,62.19,1,0,Urban,1,Phone,Discount,0
3,534.99,1,0,Surburban,1,Phone,Buy One Get One,0
3,65.5,0,1,Surburban,1,Web,Buy One Get One,0
9,109.12,1,0,Surburban,0,Phone,No Offer,0
4,108.21,0,1,Rural,0,Web,No Offer,0
9,880.11,1,1,Rural,1,Web,Buy One Get One,0
10,146.0,0,1,Surburban,1,Web,Discount,1
8,29.99,0,1,Rural,1,Web,Discount,0
6,33.01,0,1,Rural,0,Web,Discount,0
6,157.22,0,1,Rural,0,Phone,Discount,1
11,29.99,1,0,Urban,0,Phone,Discount,0
12,29.99,0,1,Surburban,1,Web,Discount,0
3,293.86,1,0,Urban,1,Phone,No Offer,0
6,107.32,0,1,Urban,0,Web,Buy One Get One,0
1,731.39,1,1,Surburban,1,Web,No Offer,0
2,29.99,0,1,Surburban,0,Phone,Buy One Get One,0
8,136.86,0,1,Urban,0,Phone,Buy One Get One,0
6,429.7,0,1,Rural,1,Phone,No Offer,0
3,111.27,0,1,Surburban,1,Phone,Buy One Get One,0
10,97.92,0,1,Surburban,0,Phone,Buy One Get One,0
4,54.76,1,0,Surburban,1,Web,Buy One Get One,0
2,356.81,1,0,Surburban,1,Multichannel,No Offer,0
1,353.89,0,1,Surburban,0,Phone,Discount,0
6,52.58,0,1,Surburban,0,Phone,No Offer,0
2,29.99,0,1,Urban,0,Phone,Buy One Get One,0
6,160.66,1,0,Surburban,1,Web,No Offer,0
7,40.99,0,1,Surburban,0,Phone,No Offer,1
5,143.04,0,1,Surburban,1,Web,No Offer,0
1,377.05,0,1,Surburban,1,Phone,Discount,0
10,608.13,1,1,Urban,1,Web,Buy One Get One,0
12,60.72,1,0,Rural,0,Web,No Offer,0
1,1094.28,1,1,Rural,1,Multichannel,No Offer,0
1,68.61,1,0,Urban,1,Web,Discount,0
7,313.78,1,0,Urban,1,Multichannel,Discount,0
10,527.76,0,1,Urban,1,Multichannel,No Offer,0
7,281.36,1,1,Surburban,1,Phone,No Offer,0
10,269.44,1,1,Surburban,0,Phone,Discount,0
7,526.11,1,0,Urban,1,Multichannel,Buy One Get One,0
5,136.3,1,0,Urban,0,Web,Buy One Get One,0
2,360.69,0,1,Surburban,0,Web,Buy One Get One,1
7,782.04,1,0,Surburban,1,Phone,Discount,0
9,175.38,0,1,Urban,1,Web,Buy One Get One,0
1,185.05,1,0,Urban,0,Web,No Offer,0
6,105.09,0,1,Surburban,0,Web,Discount,0
2,37.82,0,1,Urban,1,Phone,Buy One Get One,0
12,163.04,0,1,Surburban,0,Phone,No Offer,0
6,29.99,1,0,Urban,1,Web,Discount,0
3,29.99,0,1,Urban,1,Phone,Discount,0
1,565.43,1,0,Surburban,1,Phone,Buy One Get One,0
4,94.54,0,1,Surburban,1,Web,Discount,1
1,730.43,1,1,Surburban,1,Phone,Buy One Get One,0
6,338.43,0,1,Urban,0,Web,Buy One Get One,0
11,256.47,1,1,Surburban,1,Web,Discount,1
10,234.8,0,1,Surburban,1,Web,Discount,0
10,430.84,1,1,Surburban,0,Multichannel,Discount,0
10,977.8,1,1,Surburban,1,Phone,No Offer,1
10,163.9,1,0,Surburban,0,Web,Buy One Get One,0
3,29.99,1,0,Surburban,1,Web,Discount,0
9,314.19,0,1,Urban,0,Phone,Discount,0
6,29.99,1,0,Urban,0,Web,No Offer,0
3,267.37,1,1,Urban,1,Web,Discount,0
3,157.03,0,1,Urban,0,Web,Buy One Get One,0
3,36.24,0,1,Surburban,0,Phone,Discount,0
2,362.74,0,1,Rural,0,Multichannel,Buy One Get One,0
10,219.05,0,1,Surburban,0,Multichannel,No Offer,0
11,438.93,0,1,Urban,1,Web,Discount,1
9,273.46,1,1,Surburban,0,Phone,Buy One Get One,0
2,263.57,0,1,Urban,0,Phone,Buy One Get One,1
10,175.25,0,1,Rural,0,Web,Discount,1
8,151.64,1,0,Rural,1,Phone,Discount,0
10,29.99,0,1,Rural,0,Web,No Offer,0
5,275.71,1,0,Urban,1,Phone,No Offer,0
9,295.84,1,0,Urban,1,Phone,No Offer,0
6,29.99,0,1,Urban,0,Web,Discount,0
2,29.99,0,1,Urban,1,Phone,Buy One Get One,0
10,60.88,0,1,Rural,0,Phone,Discount,0
9,186.47,1,0,Rural,1,Web,No Offer,0
10,134.39,0,1,Surburban,0,Web,No Offer,0
8,101.99,0,1,Surburban,0,Web,Buy One Get One,0
6,42.71,0,1,Urban,1,Phone,No Offer,0
6,29.99,1,0,Urban,0,Phone,Discount,0
2,1106.33,1,0,Surburban,1,Phone,No Offer,0
12,351.06,0,1,Urban,0,Web,Buy One Get One,1
3,489.11,1,0,Surburban,0,Web,Discount,1
9,133.89,0,1,Surburban,0,Web,No Offer,0
2,496.92,0,1,Urban,0,Multichannel,Discount,0
6,115.24,1,0,Surburban,0,Web,No Offer,0
11,29.99,1,0,Surburban,1,Web,Buy One Get One,0
10,46.28,0,1,Urban,1,Phone,No Offer,0
8,561.63,0,1,Urban,1,Multichannel,No Offer,0
10,221.87,0,1,Surburban,0,Multichannel,Discount,0
12,144.36,1,0,Rural,0,Phone,No Offer,1
10,100.71,1,0,Rural,0,Web,Discount,1
9,109.04,1,0,Rural,1,Web,Buy One Get One,1
11,45.29,0,1,Urban,0,Web,No Offer,0
6,405.76,0,1,Urban,0,Multichannel,No Offer,1
11,29.99,1,0,Urban,0,Web,Discount,0
2,419.7,0,1,Surburban,1,Multichannel,Discount,0
10,73.9,0,1,Urban,1,Phone,Buy One Get One,0
6,79.52,1,0,Rural,1,Web,Buy One Get One,0
11,140.07,0,1,Surburban,0,Web,Discount,0
1,332.69,1,1,Surburban,0,Multichannel,Discount,0
6,165.28,1,0,Urban,0,Phone,Discount,0
2,33.54,0,1,Surburban,1,Phone,No Offer,0
6,444.47,0,1,Urban,0,Web,Discount,0
4,598.2,0,1,Rural,1,Web,Buy One Get One,0
5,71.48,1,0,Surburban,0,Web,No Offer,0
4,146.71,1,0,Urban,0,Phone,Buy One Get One,0
7,271.22,1,0,Urban,0,Web,Buy One Get One,0
9,339.27,0,1,Urban,0,Web,No Offer,0
